"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1455,1421,1488,927,872,948,1132,1087,1184,1401,1367,1435,1701,1644,1757,2067,1875,2165,1325,876,48
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1544,1428,1660,1111,973,1140,1262,1200,1312,1409,1386,1518,1792,1540,1900,2155,1868,2306,2798,426,66
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1542,1493,1592,1078,1040,1133,1271,1221,1326,1453,1400,1538,1761,1716,1795,2066,1888,2205,2804,429,100
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1778,1687,1869,1150,1080,1298,1405,1350,1472,1680,1588,1745,2061,1900,2133,2532,2300,2799,4956,921,80
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1848,1788,1907,1283,1198,1353,1481,1400,1579,1820,1750,1892,2100,1985,2267,2495,2371,2763,4893,828,109
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2219,2140,2298,1558,1412,1653,1744,1662,1820,2133,1950,2224,2600,2500,2750,2994,2749,3260,2652,496,70
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2236,2162,2309,1393,1306,1527,1727,1630,1822,2118,2000,2232,2640,2515,2850,3364,3112,3526,2627,450,119
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",948,932,964,708,694,737,807,786,818,915,902,930,1030,1025,1040,1200,1160,1290,1540,1010,80
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1025,998,1052,777,737,788,867,850,891,984,962,1013,1125,1098,1165,1393,1260,1500,1662,1082,60
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1140,1117,1163,773,760,815,928,914,951,1102,1102,1133,1275,1252,1297,1531,1476,1550,3159,2219,89
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1226,1210,1242,869,837,892,1009,998,1024,1202,1172,1225,1390,1370,1407,1606,1562,1639,3235,2321,92
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1344,1326,1363,907,906,935,1095,1071,1117,1344,1304,1363,1537,1515,1564,1806,1727,1876,2768,1849,106
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1465,1447,1483,1047,946,1091,1219,1206,1235,1464,1446,1482,1669,1640,1686,1909,1821,1957,2766,1885,94
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1460,1417,1502,1000,956,1078,1184,1160,1210,1356,1334,1430,1700,1591,1760,2008,1823,2122,5662,1181,119
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1532,1496,1567,1000,980,1099,1222,1200,1281,1474,1432,1550,1799,1749,1850,2040,1983,2175,5698,1169,171
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1677,1634,1720,1068,1045,1170,1324,1264,1380,1600,1559,1668,1950,1898,2004,2320,2240,2464,8790,1801,137
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1789,1749,1829,1148,1099,1240,1415,1329,1466,1760,1722,1838,2100,2062,2190,2462,2350,2588,8502,1692,196
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1962,1907,2017,1363,1271,1425,1596,1520,1654,1891,1830,1952,2284,2187,2350,2700,2588,2905,4742,1211,117
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2162,2106,2219,1308,1267,1403,1688,1623,1745,2122,2061,2239,2573,2493,2694,2983,2799,3273,4555,1057,151
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",874,859,890,589,584,595,672,667,682,812,795,842,1075,1054,1117,1195,1168,1214,1355,962,59
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",920,910,929,633,615,637,752,724,761,887,859,911,1105,1090,1135,1231,1186,1239,1396,952,51
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1005,994,1015,641,640,648,711,701,730,911,876,943,1282,1243,1326,1509,1509,1534,2932,2025,88
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1085,1074,1096,698,691,703,764,750,766,1022,1005,1045,1387,1346,1419,1531,1524,1562,3035,2003,91
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1305,1283,1327,846,839,860,921,894,1016,1245,1236,1288,1613,1565,1674,1944,1833,1949,2104,1302,73
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1406,1380,1432,920,886,946,1077,996,1157,1375,1337,1472,1705,1666,1726,1870,1841,1970,2158,1240,73
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1291,1228,1354,842,770,1050,1087,1043,1184,1311,1255,1390,1480,1443,1570,1682,1600,1771,1713,426,64
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1332,1274,1389,896,821,987,1160,1060,1240,1312,1249,1375,1535,1478,1595,1729,1623,1845,1626,385,105
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1404,1359,1449,1025,1000,1150,1253,1157,1325,1435,1402,1450,1530,1490,1586,1702,1640,1820,2933,582,93
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1543,1502,1583,957,898,1117,1300,1212,1351,1528,1466,1570,1734,1680,1803,2072,1960,2235,2752,504,132
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1724,1665,1784,1104,969,1227,1371,1255,1440,1595,1520,1698,2050,1920,2249,2579,2410,2778,1107,274,68
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1858,1811,1904,1241,1138,1331,1467,1398,1530,1717,1667,1816,2248,2149,2317,2594,2465,2657,1000,256,106
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.14,16,16.27,11.65,11.52,11.78,13.07,12.97,13.2,15.34,15.15,15.56,18.11,17.87,18.39,21.59,21.29,21.88,11106,7152,504
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17.22,17.07,17.37,12.24,12.1,12.37,14.04,13.87,14.2,16.54,16.32,16.7,19.58,19.39,19.71,22.75,22.46,23.06,11437,7430,461
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.14,14.04,14.25,10.37,10.3,10.47,11.69,11.6,11.79,13.48,13.38,13.59,15.97,15.81,16.11,18.46,18.23,18.7,22955,14593,605
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.07,14.98,15.15,11.06,10.95,11.16,12.58,12.47,12.68,14.53,14.44,14.62,16.94,16.82,17.07,19.71,19.55,19.97,23071,15107,620
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.98,13.89,14.07,10.17,9.97,10.4,11.83,11.74,11.96,13.72,13.63,13.82,15.67,15.53,15.79,18.05,17.78,18.2,14925,9246,604
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.99,14.88,15.09,11.1,10.93,11.31,12.69,12.58,12.81,14.52,14.45,14.62,16.83,16.67,17,19.43,19.21,19.7,14957,9478,580
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.54,14.48,14.61,10.55,10.45,10.62,12,11.96,12.06,13.93,13.84,13.99,16.36,16.29,16.48,19.14,18.94,19.32,48986,30991,1713
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.54,15.47,15.61,11.28,11.17,11.37,12.89,12.83,12.95,14.88,14.8,14.95,17.48,17.37,17.6,20.52,20.33,20.64,49465,32015,1661
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.59,27.28,27.91,18.52,17.65,18.96,21.82,21.48,22.22,26.39,26.09,26.7,32.06,31.51,32.77,38.25,37.32,39.18,35586,6336,1210
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",29.48,29.25,29.72,19.05,18.78,19.4,23.07,22.82,23.38,28.45,28.13,28.75,34.42,33.88,34.85,41.48,40.78,42.05,35728,7237,1786
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.94,23.66,24.22,15.93,15.43,16.27,19.11,18.67,19.36,22.89,22.57,23.17,27.8,27.45,28.25,33.57,32.92,34.26,51225,8700,1260
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.79,25.56,26.02,16.99,16.46,17.3,20.21,20,20.61,25,24.76,25.36,30,29.69,30.49,36.19,35.68,36.92,50539,9132,1836
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",22.66,22.37,22.95,14.93,14.49,15.32,17.79,17.46,18.05,21.46,21.1,21.92,26.61,26.09,27.25,32.15,31.43,32.96,25972,4545,1053
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.87,23.62,24.12,15.48,15.06,15.91,18.71,18.45,19.03,22.78,22.57,23.11,28.19,27.85,28.62,33.47,32.85,34.17,25502,4670,1514
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",24.8,24.62,24.97,16.22,15.97,16.4,19.4,19.25,19.6,23.58,23.37,23.78,28.98,28.64,29.29,35.3,34.82,35.6,112783,19581,3523
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.53,26.39,26.67,17.06,16.83,17.26,20.57,20.34,20.76,25.53,25.34,25.69,31.31,31.06,31.59,37.57,37.22,37.86,111769,21039,5136
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",18.92,18.71,19.13,11.3,10.95,11.47,14.45,14.26,14.82,17.81,17.62,17.97,22.31,21.65,22.59,28.2,27.76,28.55,302,274,0
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",19.92,19.68,20.16,12.05,11.8,12.25,15.57,15.21,15.82,19.02,18.88,19.17,23.62,23.1,23.95,29.36,28.88,30.04,307,269,7
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17,16.83,17.17,10.82,10.68,11.1,12.82,12.73,13.06,16.26,16.06,16.47,19.76,19.54,19.92,24.82,24.47,24.9,201,191,0
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",19.39,19.24,19.55,12.09,11.98,12.36,14.07,14.04,14.13,18.06,17.8,18.21,22.34,22.13,22.67,28.7,27.31,29.67,208,189,11
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.77,15.43,16.11,8.55,8.41,8.67,10.68,10.56,10.74,15.16,14.93,15.43,18.94,18.72,19.4,23.09,21.67,23.29,136,124,0
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17.55,17.15,17.95,9.26,9.2,10.22,11.81,11.7,12.2,16.71,16.42,17.18,20.29,20.04,20.84,24.14,23.28,24.49,134,123,0
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17.69,17.56,17.82,10.28,10.02,10.48,13.22,13.04,13.29,16.73,16.6,16.96,20.74,20.49,20.88,26.08,25.48,26.45,639,589,0
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",19.29,19.14,19.44,11.32,11.23,11.47,14.29,14.17,14.52,18.29,18.13,18.37,22.41,22.27,22.62,28.4,27.18,28.74,649,581,18
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",37.58,35.82,39.34,24.07,21.75,31.39,32.31,29.37,34.81,37.28,36.01,38.76,44.35,41.5,45.88,49.55,45.87,53.71,774,81,99
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",39.66,38.18,41.15,23.94,20.55,27.24,30.89,28.74,32.67,38.67,37.05,40.93,46.46,44.27,49.94,57.74,53.42,61.01,743,76,144
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",31.61,30.41,32.82,18.62,16.53,22.21,25.95,22.74,26.83,31.17,28.88,34.34,37.85,36.46,38.67,41.7,40.26,46.45,635,69,97
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",35.29,33.92,36.66,19.76,18.55,22.36,26.07,24.57,28.26,34.7,33.38,36.91,43.36,41.34,45.22,50.15,47.24,55.14,621,70,154
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",30.82,29.03,32.61,16.42,14.78,18.33,21.37,18.66,26.22,29.93,27.94,32.75,39.17,35,41.58,44.75,40.2,50.18,323,27,69
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",32.48,30.64,34.32,13.91,12.67,18.26,24.35,19.61,26.63,33.24,31.43,34.53,39.95,37.11,41.64,46.64,42.83,53.39,316,25,91
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",34.12,33.16,35.08,20.78,18.45,22.27,27.09,25.98,28.5,34.64,33.3,36.4,40.3,38.67,41.67,46.51,45,48.99,1732,177,265
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",36.69,35.8,37.59,19.66,18.09,21.33,27.66,26.6,29.24,36.33,34.74,37.14,44.1,42.92,45.54,53.71,50,57.61,1680,171,389
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.1,15.6,16.59,10.87,10.68,12.21,12.7,12.3,13.04,15.75,14.99,16.39,18.71,17.88,20.01,21.6,21.4,21.83,971,535,53
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17.78,17.41,18.15,12.87,11.83,13.16,14.47,14.15,15.33,17.2,16.66,17.65,21.06,20.51,21.69,23.39,22.5,23.76,997,591,53
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.69,14.05,15.33,10.69,10.35,11.32,11.68,11.51,12.25,14.11,13.31,14.42,16.21,15.56,17.12,19.58,19.01,20.45,1736,873,63
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.97,15.61,16.34,12.05,10.96,12.45,13.18,12.86,13.82,15.32,15.15,15.88,18.28,17.2,18.6,21.14,20.14,22.01,1745,928,69
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.56,14.31,14.81,11.08,10.62,11.29,12.5,11.71,13.12,14.17,13.8,14.94,16.06,15.71,16.47,18.87,17.91,19.74,1435,763,52
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.85,15.5,16.21,11.23,10.5,12.12,13.16,12.68,13.85,16.04,14.98,16.51,18.22,17.93,18.69,20.79,20.41,20.96,1413,827,63
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.97,14.66,15.29,10.84,10.62,11.25,12.24,11.91,12.46,14.32,14.15,14.72,16.68,16.33,17.14,20.1,19.92,20.5,4142,2171,168
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.37,16.15,16.58,11.93,11.16,12.27,13.51,13.16,13.83,15.95,15.48,16.19,18.75,18.55,19.14,21.72,21.31,22.09,4155,2346,185
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",28.2,27.28,29.11,19.1,17.42,20.19,22.08,21.08,22.94,26.47,25.43,27.91,33.19,30.63,35.58,42.36,37.28,44.59,2749,460,101
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",31,30.04,31.97,20.97,19.66,22.36,24.29,23.49,25.53,28.46,27.68,30,37.85,35.53,39.91,43.54,41.6,45.17,2859,468,153
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.02,24.87,27.17,16.63,16.05,18.58,20.43,19.29,21.62,25.55,24.66,26.52,30.08,28.47,31.32,35.32,32.66,38.3,3833,815,100
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.29,26.49,28.09,17.97,17,19.23,21.49,20.64,22.45,26.67,26.01,27.44,32.54,30.48,33.58,37.27,35.27,38.78,3917,831,155
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",24.81,23.75,25.86,14.92,14.4,17.35,19.41,18.54,20.45,23.74,23.06,25.11,29.82,28.12,31.89,35.17,32.98,37.22,2285,461,112
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.68,24.8,26.57,16.77,15.46,18.17,20.35,19.61,21.12,25.04,24.01,25.47,30.76,28.67,32.67,36.42,34.45,39.82,2337,486,162
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.38,25.75,27.02,16.63,16.23,17.96,20.52,19.92,21.3,25.54,24.85,26.32,30.75,29.54,31.68,36.63,35.55,38.97,8867,1736,313
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",28.04,27.53,28.55,18.49,17.83,19.32,21.86,21.41,22.59,26.85,26.4,27.31,33.23,32.19,34.34,39.92,38.78,40.94,9113,1785,470
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.92,14.67,15.17,11.37,11.29,11.77,12.65,12.32,12.84,14.85,14.34,15.33,16.72,16.26,17.16,18.63,17.85,19.17,1432,855,64
2024,"2024.04",2,"Stadtkreise",30,"Kreis 3",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.71,15.22,16.21,11.82,11.53,12.14,12.96,12.41,13.39,14.91,14.46,15.37,18.34,17.39,18.93,20.27,19.25,20.84,1442,866,66
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.1,12.78,13.41,10.19,9.99,10.37,11.04,10.92,11.19,12.19,11.93,12.63,14.55,13.95,15.04,17.34,16.57,18.13,3050,1850,67
2024,"2024.04",2,"Stadtkreise",30,"Kreis 3",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.69,13.39,13.99,10.66,10.38,10.86,11.42,11.13,11.72,12.87,12.58,13.26,15.47,14.89,16.36,17.77,17.14,18.47,2990,1891,63
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.61,13.41,13.81,10.01,9.68,10.42,11.37,11.02,11.88,13.19,13,13.63,15.31,14.88,15.77,17.29,17.07,17.51,1886,1175,84
2024,"2024.04",2,"Stadtkreise",30,"Kreis 3",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.26,13.83,14.69,10.25,10,10.59,12.03,11.84,12.29,13.44,13.19,13.76,15.37,14.96,17.09,20.06,18.15,21.52,1871,1218,82
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.66,13.49,13.83,10.36,10.09,10.38,11.33,11.17,11.53,13.02,12.84,13.24,15.62,15.26,15.85,17.53,17.29,18.08,6368,3880,215
2024,"2024.04",2,"Stadtkreise",30,"Kreis 3",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.32,14.08,14.56,10.7,10.43,10.86,11.89,11.72,12.03,13.48,13.27,13.81,16.39,15.84,16.75,19.57,18.61,19.91,6303,3975,211
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.96,26.18,27.74,18.68,16.9,20.23,22,21.37,23.04,25.89,25.23,27.17,31.34,30,32.33,37,35.13,38.84,4921,850,122
2024,"2024.04",2,"Stadtkreise",30,"Kreis 3",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",30.03,29.22,30.85,19.4,18.24,20.44,23.75,22.76,25,29.11,28.54,30.24,33.86,32.77,34.92,41.07,38.77,44.02,4912,863,187
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",24.22,23.19,25.26,17.2,14.37,18.42,19.85,18.68,20.7,22.59,21.79,24.51,27.58,26.87,29.2,33.51,30.77,38.51,6901,920,110
2024,"2024.04",2,"Stadtkreise",30,"Kreis 3",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.51,24.69,26.33,16.6,14.76,17.86,20.27,19.67,21.39,24.46,23.65,25.33,29.7,28.13,31.84,36.46,34.8,38.01,6785,864,181
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",22.85,21.81,23.9,16.26,14,17.82,18.54,17.96,19.33,21.37,20.15,22.26,25.94,23.56,27.89,33.43,28.18,37.8,2300,269,102
2024,"2024.04",2,"Stadtkreise",30,"Kreis 3",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.2,22.44,23.96,15.46,13.49,16.81,18.59,17.73,19.23,23.08,21.84,24.07,27.93,25.82,29.19,31.28,30.47,33.15,2296,249,139
2022,"2022.04",2,"Stadtkreise",30,"Kreis 3",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",24.95,24.35,25.55,17.3,16.27,18.23,20,19.33,20.7,23.63,22.84,24.65,28.56,27.83,30,35.32,33.11,37,14122,2039,334
